repo_owner,repo_name,repo_license,license_category,rows,source_url_count,sample_source_url
astrixity,qsm,MIT,permissive,6,1,https://github.com/astrixity/qsm/blob/main/qsm/compiler.py
atlytle,dense-ev,Apache-2.0,permissive,6,1,https://github.com/atlytle/dense-ev/blob/main/src/dense_ev/estimator_from_aer.py
avelev99,SHA-QISKIT,MIT,permissive,6,1,https://github.com/avelev99/SHA-QISKIT/blob/main/qrbg.py
awslabs,aws-media-replay-engine,Apache-2.0,permissive,6,1,https://github.com/awslabs/aws-media-replay-engine/blob/main/samples/source/mre-model-samples/Models/PoseKeypointsExtractionModel/inference_src/entrypoint.py
ayushidubal,random-quantum-image,MIT,permissive,6,1,https://github.com/ayushidubal/random-quantum-image/blob/main/Random_colours.py
beittech,Quasar,MIT,permissive,6,1,https://github.com/beittech/Quasar/blob/master/quasar_qasm_test.py
beratyenilen,qc-ga,Apache-2.0,permissive,6,1,https://github.com/beratyenilen/qc-ga/blob/main/individual.py
biki007,univo,MIT,permissive,6,1,https://github.com/biki007/univo/blob/main/backend/services/quantum_service.py
blueqat,blueqatSDK,Apache-2.0,permissive,6,1,https://github.com/blueqat/blueqatSDK/blob/master/blueqat/vqe.py
born-2learn,Entanglement_in_QML,Apache-2.0,permissive,6,1,https://github.com/born-2learn/Entanglement_in_QML/blob/main/libraries/simple_variational_circuit.py
boschmitt,tweedledum,MIT,permissive,6,1,https://github.com/boschmitt/tweedledum/blob/master/python/tweedledum/qiskit/converters.py
bxf1001,binance_ai_trading_bot,MIT,permissive,6,1,https://github.com/bxf1001/binance_ai_trading_bot/blob/main/models/qlstm.py
captainredbleach,Quantum-miniproject,Apache-2.0,permissive,6,1,https://github.com/captainredbleach/Quantum-miniproject/blob/main/phase_flip.py
carlek,qiskit-fun,MIT,permissive,6,1,https://github.com/carlek/qiskit-fun/blob/main/design-patterns/vqe_observer/utils/problem.py
carmen-canedo,qprog,MIT,permissive,6,1,https://github.com/carmen-canedo/qprog/blob/main/Lecture05-CodeExamples/05-QuantumSearch-MultipleSolutions.py
carstenblank,dc-qiskit-qml,Apache-2.0,permissive,6,1,https://github.com/carstenblank/dc-qiskit-qml/blob/master/dc_qiskit_qml/distance_based/hadamard/state/sparsevector/_QmlFFQramStatePreparation.py
cda-tum,mqt-qudit-compilation,MIT,permissive,6,1,https://github.com/cda-tum/mqt-qudit-compilation/blob/main/example.py
chsvhemanth,quantum_superdense_coding,MIT,permissive,6,1,https://github.com/chsvhemanth/quantum_superdense_coding/blob/main/combined.py
cocori-rs,Quantum-Othello,Apache-2.0,permissive,6,1,https://github.com/cocori-rs/Quantum-Othello/blob/master/QuantumGate.py
cogu92,qvoting,MIT,permissive,6,1,https://github.com/cogu92/qvoting/blob/main/src/qvoting/nll/circuit.py
crazy4pi314,qwop,MIT,permissive,6,1,https://github.com/crazy4pi314/qwop/blob/main/qwop/exporters/qiskit.py
cristiantlopez,IQM_Hackathon_Endesa_challenge-queen_of_fog,Apache-2.0,permissive,6,1,https://github.com/cristiantlopez/IQM_Hackathon_Endesa_challenge-queen_of_fog/blob/main/src/qaoa_guess_solver.py
cs-joy,Quantum,MIT,permissive,6,1,https://github.com/cs-joy/Quantum/blob/main/firstCircuit.py
ctavolazzi,waft,MIT,permissive,6,1,https://github.com/ctavolazzi/waft/blob/main/scripts/evolve_neon_cyberpunk_template.py
cumbof,hdlib,MIT,permissive,6,1,https://github.com/cumbof/hdlib/blob/main/examples/quantum/classification.py
dalozedidier-dot,CumulativeSymbolicThreshold,MIT,permissive,6,1,https://github.com/dalozedidier-dot/CumulativeSymbolicThreshold/blob/main/tools/generate_brisbane_stateprob.py
danieleschmidt,hypervector-lab,MIT,permissive,6,1,https://github.com/danieleschmidt/hypervector-lab/blob/main/hypervector/research/quantum_enhanced_hdc.py
davidwrenner,Qiskit-Gate-Art,MIT,permissive,6,1,https://github.com/davidwrenner/Qiskit-Gate-Art/blob/main/generate.py
davitacols,Building-a-Variational-Quantum-Classifier-in-Python-with-Qiskit,Apache-2.0,permissive,6,1,https://github.com/davitacols/Building-a-Variational-Quantum-Classifier-in-Python-with-Qiskit/blob/main/code.py
dcamposm37,Nonlinear-Equations-Quantum-Solver,MIT,permissive,6,1,https://github.com/dcamposm37/Nonlinear-Equations-Quantum-Solver/blob/main/lorenz/solvers/block_encoding_iqae.py
decodoku,Quantum_Programming_Tutorial,Apache-2.0,permissive,6,1,https://github.com/decodoku/Quantum_Programming_Tutorial/blob/master/engine.py
deimosvn,quantum-hydro-core,MIT,permissive,6,1,https://github.com/deimosvn/quantum-hydro-core/blob/main/quantum_hydrocore/quantum/ansatz.py
des137,qml-mcp,MIT,permissive,6,1,https://github.com/des137/qml-mcp/blob/main/qml/utils.py
devsgnr,learning-quantum,Apache-2.0,permissive,6,1,https://github.com/devsgnr/learning-quantum/blob/main/src/qiskit_05.py
dhruvvk2326,Qkd-Simulation,Apache-2.0,permissive,6,1,https://github.com/dhruvvk2326/Qkd-Simulation/blob/main/qkd_qiskit.py
di-unipi-socc,QuantumBroker,Apache-2.0,permissive,6,1,https://github.com/di-unipi-socc/QuantumBroker/blob/main/src/components/virtual_provider.py
di-unipi-socc,TheQuantumBroker,Apache-2.0,permissive,6,1,https://github.com/di-unipi-socc/TheQuantumBroker/blob/main/evaluator.py
dmythlenz,AngehLang,Apache-2.0,permissive,6,1,https://github.com/dmythlenz/AngehLang/blob/main/Angehlang/runtime/qir_generator.py
dosqas,q-salkit,MIT,permissive,6,1,https://github.com/dosqas/q-salkit/blob/main/qnn_saliency/examples/qiskit_vqc_example.py
eKidenge,IBM_Quantum_Experiment,MIT,permissive,6,1,https://github.com/eKidenge/IBM_Quantum_Experiment/blob/main/first_circuit.py
ecliang220,qjack,Apache-2.0,permissive,6,1,https://github.com/ecliang220/qjack/blob/main/src/Card.py
electricalgorithm,QuantumTeleportation,MIT,permissive,6,1,https://github.com/electricalgorithm/QuantumTeleportation/blob/main/qteleporation.py
enchanted123,quantum-RL-with-quafu,Apache-2.0,permissive,6,1,https://github.com/enchanted123/quantum-RL-with-quafu/blob/main/nsga_net/misc/utils.py
erangross27,scripts,MIT,permissive,6,1,https://github.com/erangross27/scripts/blob/main/quantum_computing/quantum_key_cracking.py
eternakk,eternia,CC0-1.0,permissive,6,1,https://github.com/eternakk/eternia/blob/main/modules/quantum_service.py
eth-sri,Reqomp,MIT,permissive,6,1,https://github.com/eth-sri/Reqomp/blob/master/reqomp/examples/piecewiselinrot.py
evmckinney9,gulps,Apache-2.0,permissive,6,1,https://github.com/evmckinney9/gulps/blob/main/src/gulps/comparisons/isa_library/benchmark_xx.py
farawaystars-sam,qrng-api,Apache-2.0,permissive,6,1,https://github.com/farawaystars-sam/qrng-api/blob/main/main.py
faulhornlabs,simphony,Apache-2.0,permissive,6,1,https://github.com/faulhornlabs/simphony/blob/master/simphony/simulationresult.py
fedimser,quantum_decomp,MIT,permissive,6,1,https://github.com/fedimser/quantum_decomp/blob/master/quantum_decomp/quantum_decomp_main.py
felixkapfer,191023_2025W_HQCS_A3,Apache-2.0,permissive,6,1,https://github.com/felixkapfer/191023_2025W_HQCS_A3/blob/main/task4/task4_bernstein_vaziranv_0.3.py
fmozafari,angel,MIT,permissive,6,1,https://github.com/fmozafari/angel/blob/master/libs/tweedledum/python/tweedledum/converters_qiskit.py
francesco-fiorini,BB84-QuantumSimulator,MIT,permissive,6,1,https://github.com/francesco-fiorini/BB84-QuantumSimulator/blob/main/bb84/sender.py
francesco-fiorini,QKDEavesdropperLocalization,MIT,permissive,6,1,https://github.com/francesco-fiorini/QKDEavesdropperLocalization/blob/main/code/sender.py
fynnhufler,Variational-Quantum-Eigensolver,MIT,permissive,6,1,https://github.com/fynnhufler/Variational-Quantum-Eigensolver/blob/main/src/base_optimizer.py
gecrooks,quantumflow,Apache-2.0,permissive,6,1,https://github.com/gecrooks/quantumflow/blob/master/tutorial/qf-tutorial-transpile.ipynb
generative-computing,mellea,Apache-2.0,permissive,6,1,https://github.com/generative-computing/mellea/blob/main/docs/examples/instruct_validate_repair/qiskit_code_validation/qiskit_code_validation.py
ggbest882,QFT-for-Qiskit,BSD-3-Clause,permissive,6,1,https://github.com/ggbest882/QFT-for-Qiskit/blob/main/Qiskit_QFT.py
gltonic,frqi_neqr_module,Apache-2.0,permissive,6,1,https://github.com/gltonic/frqi_neqr_module/blob/main/frqi.py
gpapadopp,quantum-random-number-generator,MIT,permissive,6,1,https://github.com/gpapadopp/quantum-random-number-generator/blob/main/quantum_engine.py
gscriva,cvar-opt,MIT,permissive,6,1,https://github.com/gscriva/cvar-opt/blob/main/src/utils.py
halcdev,quantum-prisoners-dilemma,MIT,permissive,6,1,https://github.com/halcdev/quantum-prisoners-dilemma/blob/master/qpd.py
hanzili,QMaze,MIT,permissive,6,1,https://github.com/hanzili/QMaze/blob/main/scripts/QubitState.py
he-h,COVID-Mobility-Network-Analysis,MIT,permissive,6,1,https://github.com/he-h/COVID-Mobility-Network-Analysis/blob/master/main.py
henrik-dreyer,MPS-in-Qiskit,MIT,permissive,6,1,https://github.com/henrik-dreyer/MPS-in-Qiskit/blob/master/prepare_MPS.py
heuristic-solver,Quantum-ML,Apache-2.0,permissive,6,1,https://github.com/heuristic-solver/Quantum-ML/blob/main/Qknn.py
hicancan,quantumsec-qkd-odmr-qml,MIT,permissive,6,1,https://github.com/hicancan/quantumsec-qkd-odmr-qml/blob/main/src/qmsl/kernels/kernel_qiskit.py
hkhetawat,QArithmetic,Apache-2.0,permissive,6,1,https://github.com/hkhetawat/QArithmetic/blob/master/QArithmetic.py
hongbo-miao,hongbomiao.com,MIT,permissive,6,1,https://github.com/hongbo-miao/hongbomiao.com/blob/main/quantum-computing/src/main.py
hornc,quantum-isbn-validator,MIT,permissive,6,1,https://github.com/hornc/quantum-isbn-validator/blob/master/qisbn.py
hransom528,quantum,MIT,permissive,6,1,https://github.com/hransom528/quantum/blob/master/cnot.py
hritik-kr,quantum-teleportation-qiskit,MIT,permissive,6,1,https://github.com/hritik-kr/quantum-teleportation-qiskit/blob/main/teleportation.py
iamtxena,quantum-channel-discrimination,Apache-2.0,permissive,6,1,https://github.com/iamtxena/quantum-channel-discrimination/blob/main/qcd/dampingchannels/oneshotentangledfulluniversal.py
icedmoca,qSHA256,Apache-2.0,permissive,6,1,https://github.com/icedmoca/qSHA256/blob/main/demos/hash.py
icepolarizer,project-ganymede,MIT,permissive,6,1,https://github.com/icepolarizer/project-ganymede/blob/master/q_randint.py
icepolarizer,qwgen,MIT,permissive,6,1,https://github.com/icepolarizer/qwgen/blob/main/qwgen.py
iisharankov,QuantumStateTomography,MIT,permissive,6,1,https://github.com/iisharankov/QuantumStateTomography/blob/main/qml_approach/qpu.py
ikhvorost,quantum-computing,MIT,permissive,6,1,https://github.com/ikhvorost/quantum-computing/blob/master/grover.py
inojeon,pennylane-kq,BSD-2-Clause,permissive,6,1,https://github.com/inojeon/pennylane-kq/blob/main/test/test_qiskit.py
irfadox,QuantComp,MIT,permissive,6,1,https://github.com/irfadox/QuantComp/blob/main/layerwise_zne.py
irina-b-dev,IATA_Simulator,MIT,permissive,6,1,https://github.com/irina-b-dev/IATA_Simulator/blob/main/TestNQubitSystem.py
itsom-ops,QCrack---QUBO-Calculator,MIT,permissive,6,1,https://github.com/itsom-ops/QCrack---QUBO-Calculator/blob/main/src/qft_module.py
iyanmv,qiskit-leaky-init,MIT,permissive,6,1,https://github.com/iyanmv/qiskit-leaky-init/blob/main/src/qiskit_leaky_init/leaky_init_plugin.py
jagalmon,vqe-h2-energy,MIT,permissive,6,1,https://github.com/jagalmon/vqe-h2-energy/blob/main/main.py
jakobmina,AWQPE,MIT,permissive,6,1,https://github.com/jakobmina/AWQPE/blob/main/engine/confinamiento.py
jakobmina,blank-app,Apache-2.0,permissive,6,1,https://github.com/jakobmina/blank-app/blob/main/sim_whorm.py
jakobmina,model_toy,Apache-2.0,permissive,6,1,https://github.com/jakobmina/model_toy/blob/main/circuit.py
jakobrichert,Qiskit-projects,MIT,permissive,6,1,https://github.com/jakobrichert/Qiskit-projects/blob/main/Grover's Algorithm/grovers_algorithm.py
jaskhetani,Quantum-Computing-Projects,MIT,permissive,6,1,https://github.com/jaskhetani/Quantum-Computing-Projects/blob/main/Quantum Fridays (June 2024)/Quantum Teleportation/quantumteleportation.py
jd-opensource,TeD-Q,Apache-2.0,permissive,6,1,https://github.com/jd-opensource/TeD-Q/blob/main/examples/comparison_vqe/Hydrogen_Atom_VQE-Qiskit.py
jeffybrailin,Quantum-VQE-Project-Hybrid-Quantum-Classical-Materials-Simulation,MIT,permissive,6,1,https://github.com/jeffybrailin/Quantum-VQE-Project-Hybrid-Quantum-Classical-Materials-Simulation/blob/main/src/vqe/ansatz.py
jenovoas,sentinel,Apache-2.0,permissive,6,1,https://github.com/jenovoas/sentinel/blob/main/quantum/core_simulator.py
jfurches,nonlocalgames,BSD-2-Clause,permissive,6,1,https://github.com/jfurches/nonlocalgames/blob/main/src/nonlocalgames/envs/npsenv.py
jloutey-hash,geovac,MIT,permissive,6,1,https://github.com/jloutey-hash/geovac/blob/main/geovac/vqe_benchmark.py
jonahelisio,toy-vol-2-quantum-clay,MIT,permissive,6,1,https://github.com/jonahelisio/toy-vol-2-quantum-clay/blob/main/quantum_apps/cat_state.py
jonesdwill,statevectorsim,MIT,permissive,6,1,https://github.com/jonesdwill/statevectorsim/blob/main/benchmark/benchmark.py
jorgevazquezperez,Quantum-image-classifier,MIT,permissive,6,1,https://github.com/jorgevazquezperez/Quantum-image-classifier/blob/main/quantum_image_classifier/encoding/unary_loader.py
joydeb1729,hybrid-quantum-malware-key-recovery,MIT,permissive,6,1,https://github.com/joydeb1729/hybrid-quantum-malware-key-recovery/blob/main/algorithms/bernstein_vazirani.py
jprouhana,qaoa-maxcut-solver,MIT,permissive,6,1,https://github.com/jprouhana/qaoa-maxcut-solver/blob/main/src/qaoa_solver.py
jprouhana,quantum-ml-classifier,MIT,permissive,6,1,https://github.com/jprouhana/quantum-ml-classifier/blob/main/src/quantum_kernel.py
juliendrapeau,modelamp,CC0-1.0,permissive,6,1,https://github.com/juliendrapeau/modelamp/blob/main/tests/benchmark/test_sv_solver.py
justinorringer,simons-algorithm,Apache-2.0,permissive,6,1,https://github.com/justinorringer/simons-algorithm/blob/main/hello.py
jyamaoka,shors_factor,MIT,permissive,6,1,https://github.com/jyamaoka/shors_factor/blob/main/shors_factor/factoring_simple.py
kazumasa-ueno,smcm_qc,MIT,permissive,6,1,https://github.com/kazumasa-ueno/smcm_qc/blob/main/quantum.py
king-p3nguin,utokyo-qiskit-fall-fest-2025-qurl,MIT,permissive,6,1,https://github.com/king-p3nguin/utokyo-qiskit-fall-fest-2025-qurl/blob/main/ai_linear_function_synthesis/circuit.py
kkKaan,metu-ceng-THEs,MIT,permissive,6,1,https://github.com/kkKaan/metu-ceng-THEs/blob/main/CENG 487 - Quantum Computing/hw4/qiskitImp.py
koraydns,quantum-attack-simulator,Apache-2.0,permissive,6,1,https://github.com/koraydns/quantum-attack-simulator/blob/main/quantum_attack_simulator/bb84/sender.py
kruid9403,large-circuit-optimization,MIT,permissive,6,1,https://github.com/kruid9403/large-circuit-optimization/blob/main/default_sim.py
kshitijdave,QuantumGateSim,MIT,permissive,6,1,https://github.com/kshitijdave/QuantumGateSim/blob/main/main_state.py
ladium493,qiskit2quafu,MIT,permissive,6,1,https://github.com/ladium493/qiskit2quafu/blob/master/build/lib/qiskit2quafu/__init__.py
latticesurgery-com,lattice-surgery-compiler,LGPL-2.1,permissive,6,1,https://github.com/latticesurgery-com/lattice-surgery-compiler/blob/dev/debug/debug_contract_sk_result.py
learningdungeon,quantum-superposition,MIT,permissive,6,1,https://github.com/learningdungeon/quantum-superposition/blob/main/super_position.py
lirandepira,qlime,Apache-2.0,permissive,6,1,https://github.com/lirandepira/qlime/blob/main/src/quantumlime.py
llamasearchai,OpenQEC,MIT,permissive,6,1,https://github.com/llamasearchai/OpenQEC/blob/main/core/api.py
lmderval,openqasm-parser,MIT,permissive,6,1,https://github.com/lmderval/openqasm-parser/blob/main/tests/testsuite/test_setup.py
lochgeo,quantum-exp,Apache-2.0,permissive,6,1,https://github.com/lochgeo/quantum-exp/blob/main/qiskit_sa.py
lorenzopapa5,Evaluating-Key-Design-Aspects-in-Simulated-Hybrid-Quantum-Neural-Networks-for-Earth-Observation,MIT,permissive,6,1,https://github.com/lorenzopapa5/Evaluating-Key-Design-Aspects-in-Simulated-Hybrid-Quantum-Neural-Networks-for-Earth-Observation/blob/main/models/quantum_qiskit/QViT.py
luan521,genai-quantum-portfolio-optimization,MIT,permissive,6,1,https://github.com/luan521/genai-quantum-portfolio-optimization/blob/main/ai_quantum/quantum/qaoa.py
lynnlangit,learning-quantum,Apache-2.0,permissive,6,1,https://github.com/lynnlangit/learning-quantum/blob/main/4_oreilly-book/code/ch02/2-4-qiskit.py
mahbublimon,HybridCloud,MIT,permissive,6,1,https://github.com/mahbublimon/HybridCloud/blob/main/quantum/grover_search.py
maiyuren,Quantum-Random-Forest,MIT,permissive,6,1,https://github.com/maiyuren/Quantum-Random-Forest/blob/main/device.py
mamihretu,Quantum_Simulator,MIT,permissive,6,1,https://github.com/mamihretu/Quantum_Simulator/blob/main/quantumSim/gui.py
maplexgitx0302,Qympy,MIT,permissive,6,1,https://github.com/maplexgitx0302/Qympy/blob/main/src/qympy/quantum_circuit/sp_circuit.py
matt-lourens,hierarqcal,BSD-3-Clause,permissive,6,1,https://github.com/matt-lourens/hierarqcal/blob/develop/hierarqcal/qiskit/qiskit_helper.py
mdubynskyi,HHL,Apache-2.0,permissive,6,1,https://github.com/mdubynskyi/HHL/blob/main/hhlquiskit.py
melsayed-7,Grover-s-Algorithm-QOSF,Apache-2.0,permissive,6,1,https://github.com/melsayed-7/Grover-s-Algorithm-QOSF/blob/master/src/Grover/grover.py
merQlab,merQlab-official,MIT,permissive,6,1,https://github.com/merQlab/merQlab-official/blob/main/LPQIE/src/LPIQE_qiskit_implementation.py
mewuto,ion-shuttler,MIT,permissive,6,1,https://github.com/mewuto/ion-shuttler/blob/main/scripts/gen_qft.py
mi2valley,qiskit-github-actions,MIT,permissive,6,1,https://github.com/mi2valley/qiskit-github-actions/blob/main/app/qiskit-ga.py
michaelkoelle,quantum-diffusion,MIT,permissive,6,1,https://github.com/michaelkoelle/quantum-diffusion/blob/main/src/nn/utils.py
mickahell,qiskit-ecosystem_template,Apache-2.0,permissive,6,1,https://github.com/mickahell/qiskit-ecosystem_template/blob/main/src/random.py
mickahell,xtraorbitals.xyz,Unlicense,permissive,6,1,https://github.com/mickahell/xtraorbitals.xyz/blob/main/fractals_museum/app/perso_fractal.py
miltonmartinez,TheAlgorithmsPython,MIT,permissive,6,1,https://github.com/miltonmartinez/TheAlgorithmsPython/blob/main/quantum/q_fourier_transform.py
mkieffer1107,intro-quantum-computing,MIT,permissive,6,1,https://github.com/mkieffer1107/intro-quantum-computing/blob/main/qiskit/ghz.py
mohsin-0,qsp,Apache-2.0,permissive,6,1,https://github.com/mohsin-0/qsp/blob/main/qsp/tsp.py
mostafammy,Quantum-Kernel-Geometry,MIT,permissive,6,1,https://github.com/mostafammy/Quantum-Kernel-Geometry/blob/main/notebooks/04_high_dim_scaling.py
mostaszewski314,RL_for_optimization_of_VQE_circuit_architectures,MIT,permissive,6,1,https://github.com/mostaszewski314/RL_for_optimization_of_VQE_circuit_architectures/blob/main/VQE.py
moth-quantum,MicroMoth,Apache-2.0,permissive,6,1,https://github.com/moth-quantum/MicroMoth/blob/main/micromoth.py
mr-mohitrawat,quantum-reversible-alu,MIT,permissive,6,1,https://github.com/mr-mohitrawat/quantum-reversible-alu/blob/main/alu.py
ms1963,quantum_simulator,MIT,permissive,6,1,https://github.com/ms1963/quantum_simulator/blob/main/quantum_simulator.py
muneebqureshi313,Quantum-Binary-Classiffication-of-non-linear-dataset-using-VQC.,MIT,permissive,6,1,https://github.com/muneebqureshi313/Quantum-Binary-Classiffication-of-non-linear-dataset-using-VQC./blob/main/main_code.py
munich-quantum-toolkit,debugger,MIT,permissive,6,1,https://github.com/munich-quantum-toolkit/debugger/blob/main/python/mqt/debugger/check/calibration.py
munich-quantum-toolkit,qudits,MIT,permissive,6,1,https://github.com/munich-quantum-toolkit/qudits/blob/main/test/python/compiler/onedit/test_log_local_qr_decomp.py
mwang87,NP-Classifier,MIT,permissive,6,1,https://github.com/mwang87/NP-Classifier/blob/master/training/fingerprint_handler.py
namangoyal-work,QicQacQoe,MIT,permissive,6,1,https://github.com/namangoyal-work/QicQacQoe/blob/main/backend.py
namasyh,Basic_Quantum_Algorithms,MIT,permissive,6,1,https://github.com/namasyh/Basic_Quantum_Algorithms/blob/master/helper.py
necst,ddroute,MIT,permissive,6,1,https://github.com/necst/ddroute/blob/main/paper_results/scripts/Cirq.py
nicomeyer96,qiskit-torch-module,Apache-2.0,permissive,6,1,https://github.com/nicomeyer96/qiskit-torch-module/blob/main/qiskit_torch_module/fast_gradients/fast_reverse/fast_reverse_gradient.py
nixkj,qprocgen,Apache-2.0,permissive,6,1,https://github.com/nixkj/qprocgen/blob/master/seededSVG.py
